,nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
7781,0154 carlos noriega jimenez,sjl,avenida israel mz m lote 13,secundaria,publica - sector educacion,-11.97429,-76.98837
7783,virgen de guadalupe de america,sjl,mz bt1 lote 5 sector pampa de canto grande,secundaria,privada - particular,-11.91871,-76.95687
7786,0115 21,sjl,calle juan pablo ii zona iii,inicial - jardin,publica - sector educacion,-11.98241,-76.97975
7787,157 capitan fap jose abelardo quinonez,sjl,avenida prolongacion san martin s/n,secundaria,publica - sector educacion,-11.98225,-76.98489
7788,diver school,sjl,jiron las droseras 368,inicial - jardin,privada - particular,-12.01186,-77.0094
7789,0171-02 las terrazas,sjl,avenida los libertadores s/n,secundaria,publica - sector educacion,-11.97313,-77.01367
7791,ciber uni de los jazmines,sjl,calle los laureles mz m lote 3-4,primaria,privada - particular,-11.96997747,-77.00356869
7793,0140 santiago antunez de mayolo,sjl,avenida republica de polonia s/n,inicial - jardin,publica - sector educacion,-11.9766,-77.00427
7795,paco yunque,sjl,jiron intermedio mz k-18 lote 03-04,inicial - jardin,privada - particular,-11.94968,-76.98292
7799,0153 alejandro sanchez arteaga,sjl,avenida republica de polonia mz w4 lote 1,primaria,publica - sector educacion,-11.9622,-76.99307
7801,142 martir daniel alcides carrion,sjl,avenida republica de polonia s/n,secundaria,publica - sector educacion,-11.95759,-76.98984
7803,maria reiche del valle,sjl,avenida huayna capac mz au lote 12 sector el valle,basica alternativa - avanzado,privada - particular,-11.91886,-76.9665
7807,0115 22 santisima virgen de lourdes,sjl,ampliacion san fernando,inicial - cuna jardin,publica - sector educacion,-11.97669,-77.0235
7808,la veleta,sjl,avenida proceres de la independencia 2068 mz f lote 11,inicial - jardin,privada - particular,-11.99254274,-77.01070547
7809,00057 pasitos de jesus,sjl,jiron piedra bigua s/n,inicial - jardin,publica - sector educacion,-11.99352,-77.00265
7810,0015 las azucenas,sjl,jiron pasco s/n,inicial - jardin,publica - sector educacion,-12.03097,-77.01679
7811,0032 nino jesus de zarate,sjl,avenida cajamarquilla s/n,inicial - jardin,publica - sector educacion,-12.02285,-76.98596
7812,0036 madre maria auxiliadora,sjl,pasaje raul porras barrenechea s/n,inicial - jardin,publica - sector educacion,-12.02408,-77.01126
7813,0037 santa rosa,sjl,jiron yachayhuasi s/n,inicial - jardin,publica - sector educacion,-12.02552,-76.99776
7814,0038 virgen medalla milagrosa,sjl,avenida lima mz c lote 44,inicial - jardin,publica - sector educacion,-12.00682,-77.01813
7815,0039 jose maria arguedas,sjl,avenida las hortencias 200,inicial - jardin,publica - sector educacion,-11.97218,-77.00248
7816,0040,sjl,"bayovar mz 58, lote 8",inicial - jardin,publica - sector educacion,-11.95239,-76.99513
7817,0041 el bosquecito,sjl,avenida los ciruelos s/n,inicial - jardin,publica - sector educacion,-11.98121,-76.99889
7818,0043 juan pablo ii,sjl,jiron los ebanos s/n,inicial - jardin,publica - sector educacion,-12.00575,-77.01436
7819,0043 san cristobal,sjl,avenida rimac s/n,primaria,publica - sector educacion,-12.03152,-77.01524
7820,0045 san antonio,sjl,pasaje tumbes s/n,secundaria,publica - sector educacion,-12.00468,-77.01691
7822,0051 los pastorcitos de nuestra senora de fatima,sjl,jiron las grocellas 1740,inicial - jardin,publica - sector educacion,-12.006,-77.0095
7823,0061 las violetas,sjl,jiron los ricinos s/n,inicial - jardin,publica - sector educacion,-12.01475,-77.00802
7824,0062,sjl,pasaje santa rosa s/n,inicial - jardin,publica - sector educacion,-11.96581,-77.01079
7825,0063 virgen de lourdes,sjl,pasaje las orquideas s/n,inicial - jardin,publica - sector educacion,-11.99726,-76.99584
7826,0069 machu picchu,sjl,jiron quillabamba 281,primaria,publica - sector educacion,-11.97143,-77.00932
7828,0070 huascar,sjl,avenida canto grande s/n,inicial - cuna jardin,publica - sector educacion,-11.9607,-77.00239
7829,0071 nuestra senora de la merced,sjl,avenida canto grande s/n,secundaria,publica - sector educacion,-12.01674,-77.01337
7831,0071 virgen del carmen,sjl,jiron las ortigas s/n,inicial - cuna jardin,publica - sector educacion,-12.00289,-77.01044
7832,0073 arriba peru,sjl,parque central s/n,inicial - cuna jardin,publica - sector educacion,-11.9574,-76.9954
7833,0073 benito juarez,sjl,avenida los amautas 1560,primaria,publica - sector educacion,-12.02473,-76.98677
7835,0076 maria auxiliadora,sjl,jiron san martin s/n,secundaria,publica - sector educacion,-12.00914,-77.01728
7837,0079 cuna jardin,sjl,bayovar,inicial - cuna jardin,publica - sector educacion,-11.95089,-76.99167
7838,0080 las terrazas,sjl,mz q lote 15,inicial - cuna jardin,publica - sector educacion,-11.97361,-77.01337
7839,0083,sjl,avenida templo de luna s/n,inicial - cuna jardin,publica - sector educacion,-12.0102,-76.9799
7840,0084 virgen maria,sjl,jiron bigua s/n,inicial - jardin,publica - sector educacion,-11.99893,-77.0021
7841,0086 campoy,sjl,campoy mz c1,inicial - cuna jardin,publica - sector educacion,-12.02035,-76.96806
7842,0086 jose maria arguedas,sjl,avenida las hortencias 200,secundaria,publica - sector educacion,-11.97188,-77.00235
7845,0087 jose maria arguedas,sjl,jiron los germanios s/n,primaria,publica - sector educacion,-11.99525,-77.01644
7848,0088 nuestra senora del carmen,sjl,"avenida d mz q, lote 1-2",primaria,publica - sector educacion,-12.01842,-76.96733
7849,0090 daniel alcides carrion,sjl,avenida principal s/n,primaria,publica - sector educacion,-12.02455,-76.97902
7851,0091 santa fe,sjl,jiron los girasoles s/n,secundaria,publica - sector educacion,-11.99706,-76.99689
7853,0092,sjl,jiron sevilla s/n,inicial - cuna jardin,publica - sector educacion,-11.95743,-76.99156
7854,0092 alfred nobel,sjl,jiron las gravas 2032,primaria,publica - sector educacion,-11.99857,-77.00743
7857,0097 jorge cieza lachos,sjl,jiron sochin mz c1 lote 35,inicial - jardin,publica - otro sector publico,-12.0085,-76.98367
7858,0099 karol wojtyla,sjl,avenida el parque s/n,inicial - cuna jardin,publica - sector educacion,-11.9408,-76.9929
7859,0101 rayito de luz,sjl,avenida proceres de la independencia s/n,inicial - jardin,publica - sector educacion,-12.0311,-77.0127
7860,0104,sjl,santa maria mz l1,inicial - jardin,publica - sector educacion,-11.96234,-76.97898
7861,0105 yoy marina garate bardales,sjl,parque principal s/n,inicial - cuna jardin,publica - sector educacion,-11.94201,-76.97647
7862,0107 israel,sjl,calle 12 y 7 mz l,inicial - jardin,publica - sector educacion,-11.97512,-76.98845
7863,0108,sjl,jiron almirante grau mz a lote 13,inicial - jardin,publica - sector educacion,-11.98002,-76.99051
7864,0109,sjl,calle 67 mz anf,inicial - jardin,publica - sector educacion,-11.9368,-76.97806
7865,0111,sjl,"mz o lote 5, 12 sector ii",inicial - jardin,publica - sector educacion,-11.9499,-76.9792
7866,0112,sjl,calle las lilas mz d,inicial - jardin,publica - sector educacion,-11.96521,-76.98631
7867,0113 daniel alomia robles,sjl,jiron las carolinas s/n mz l1 lote 1,primaria,publica - sector educacion,-12.00944,-77.00937
7869,0113 divino nino jesus,sjl,eduardo de la pinella mz c10 lote 6,inicial - jardin,publica - sector educacion,-11.96994,-76.99184
7870,0115 01 la semillita,sjl,"mz b-9,b-17",inicial - jardin,publica - sector educacion,-11.96079,-76.98174
7871,0115 02 nino jesus mariscal chaperito,sjl,avenida del parque s/n etapa ii,inicial - jardin,publica - sector educacion,-11.94208,-76.99021
7872,0115 10 mundo del saber,sjl,mz my etapa ii,inicial - cuna jardin,publica - sector educacion,-11.94752,-76.98259
7873,0115 12 flores de lima,sjl,jiron las ortigas s/n,inicial - jardin,publica - sector educacion,-12.00937,-77.00771
7874,0115 20,sjl,las galeras mz q5 lote ei5,inicial - jardin,publica - sector educacion,-11.93844,-76.99129
7875,0115 23 senor de los milagros,sjl,jiron perez de tudela s/n,inicial - jardin,publica - sector educacion,-11.95601,-76.97927
7876,0115 25 cuna de jesus,sjl,"cooperativa sagrada familia mz z, lote 2",inicial - cuna jardin,publica - sector educacion,-11.97702,-76.98852
